"campus","sample_type","sample_subtype","classcode","orig_classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021"
"HSU","UPC","COVER","NERHOLD","NERHOLD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Nereocystis","luetkeana","Nereocystis luetkeana","WoRMS","240752","Nereocystis holdfast (Alive)",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","OCTOCORAL","CLAVSPP","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Octocoral","MLPA_kelpforest",NA,"Octocoral",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","OCTOCORAL","CLAVSPP","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Octocoral","MLPA_kelpforest",NA,"Octocoral",NA,NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","OCTOCORAL","Alcyonium rudyi","Animalia","Cnidaria","Anthozoa","Alcyonacea",NA,NA,NA,"Octocoral","MLPA_kelpforest",NA,"Octocoral",NA,NA,"no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","PACRUB","PACRUB","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Sclerodactylidae","Pachythyone","rubra","Pachythyone rubra","WoRMS","529582","Red Sea Cucumber",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","UPC","COVER","PACRUB","PACRUB","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Sclerodactylidae","Pachythyone","rubra","Pachythyone rubra","WoRMS","529582","Red Sea Cucumber","Changed to superlayer starting in 2004. This species group was sampled as a Pachytheone rubra mat layer on UPC starting in 2004",NA,"yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","PACRUB","PACRUB","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Sclerodactylidae","Pachythyone","rubra","Pachythyone rubra","WoRMS","529582","Red Sea Cucumber","This species group was sampled as a Pachytheone rubra mat layer on UPC starting in 2004",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","UPC","COVER","PETMON","PETMON","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Petaloconchus","montereyensis","Petaloconchus montereyensis","WoRMS","549434","Worm Snail","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","PETMON","PETMON","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Petaloconchus","montereyensis","Petaloconchus montereyensis","WoRMS","549434","Worm Snail","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","PETMON","PETMON","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Petaloconchus","montereyensis","Petaloconchus montereyensis","WoRMS","549434","Worm Snail","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","PHORON","Phoronis vancouverensis","Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","spp","Phoronis ijimai","WoRMS","237586","Horseshoe Worm",NA,NA,"no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","PHRCAL","PHRCAL","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","PHRCAL","PHRCAL","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","PHRCAL","PHRAGM","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","PHRCAL","Phragmatopoma californica","Animalia","Annelida","Polychaeta",NA,"Sabellariidae","Phragmatopoma","californica","Phragmatopoma californica","WoRMS","334501","Colonial Sand Tube Worm",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","PHYSPP","PHYSPP","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","PHYSPP","PHYSP","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","PHYSPP","PHYSPP","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","PHYSPP","Phyllospadix sp","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Cymodoceaceae","Phyllospadix","spp","Phyllospadix","WoRMS","370041","Surfgrass",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SALTRI","SALTRI","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms","This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SALTRI","SALTRI","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms","This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SALTRI","SALTRI","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms","This species was sampled individually at southern California sites starting in 2000 and northern California sites starting in 2004. Previously this was in the species group ""tubeworm"".",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SALTRI","Salmacina tribranchiata","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Salmacina","tribranchiata","Salmacina tribranchiata","WoRMS","334720","Fragile Tube Worms",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SARHOR","SARHOR","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","horneri","Sargassum horneri","WoRMS","494853","Invasive Sargassum","BROWN ALGAE",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARHOR","SARHOR","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","horneri","Sargassum horneri","WoRMS","494853","Invasive Sargassum","BROWN ALGAE",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SARHOR","Sargassum horneri","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","horneri","Sargassum horneri","WoRMS","494853","Invasive Sargassum",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SARMUT","SARMUT","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","muticum","Sargassum muticum","WoRMS","494791","Sargassum","UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARMUT","SARMUT","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","muticum","Sargassum muticum","WoRMS","494791","Sargassum","UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SARMUT","SARMUT","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","muticum","Sargassum muticum","WoRMS","494791","Sargassum","UCSB began distinguishing S. muticum and S. filicinum, originally lumped as SARSPP in 2010",NA,"no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SARPAL","Sargassum palmeri","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","palmeri","Sargassum palmeri","WoRMS","494907","Sargassum",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SARSPP","SARSPP","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum","After 2009, species were ID'd and counted separately. Records prior in the Northern Channel Islands were most likely S. muticum..",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SARSPP","SARSPP","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum","After 2009, species were ID'd and counted separately. Records prior in the Northern Channel Islands were most likely S. muticum..",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SARSPP","SARSPP","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum",NA,NA,"no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SARSPP","Sargassum sp","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","spp","Sargassum","WoRMS","144132","Sargassum",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SB00RED","SB00RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSB 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor","MLPA_kelpforest",NA,"UCSB 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor",NA,NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SC00RED","SC00RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor","MLPA_kelpforest",NA,"UCSC 2000 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Bushy, Leafy, Crucor And Erecor",NA,NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","UPC","COVER","SCALLOP","PODMAC","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","MLPA_kelpforest",NA,"Scallop",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SCALLOP","SCALLOP","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","MLPA_kelpforest",NA,"Scallop","Any attached (non-moble) scallop.",NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SCALLOP","SCALLOP","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","MLPA_kelpforest",NA,"Scallop","Any attached (non-moble) scallop.",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SCALLOP","Crassadoma gigantea","Animalia","Mollusca","Bivalvia","Pectinida",NA,NA,NA,"Scallop","MLPA_kelpforest",NA,"Scallop","Any attached (non-moble) scallop",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SCSB99RED","SCSB99RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor","MLPA_kelpforest",NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor",NA,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","SCSB99RED","SCSB99RED","Plantae","Rhodophyta",NA,NA,NA,NA,NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor","MLPA_kelpforest",NA,"UCSC and UCSB 1999 Definition Of 'Other Red' Included All Red Algae Except Rhospp, Crucor And Erecor",NA,NA,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","UPC","COVER","SCUM","SCUM",NA,NA,NA,NA,NA,NA,NA,"Diatom Layer","MLPA_kelpforest",NA,"Diatom Layer","Diatom layer or decomposing, flocculent material, ""Scum"".",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SCUM","SCUM",NA,NA,NA,NA,NA,NA,NA,"Diatom Layer","MLPA_kelpforest",NA,"Diatom Layer","Diatom layer or decomposing, flocculent material, ""Scum"".",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SCUM","SCUM",NA,NA,NA,NA,NA,NA,NA,"Diatom Layer","MLPA_kelpforest",NA,"Diatom Layer","Diatom layer or decomposing, flocculent material, ""Scum"".",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SHELL","SHELL",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","MLPA_kelpforest",NA,"Shell Debris",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SHELL","SHELL",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","MLPA_kelpforest",NA,"Shell Debris",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SHELL","SHEDEB",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","MLPA_kelpforest",NA,"Shell Debris",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SHELL","shell debris",NA,NA,NA,NA,NA,NA,NA,"Shell Debris","MLPA_kelpforest",NA,"Shell Debris",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SOLTUN","SOLTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","MLPA_kelpforest",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SOLTUN","SOLTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","MLPA_kelpforest",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor.",NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SOLTUN","SOLTUN","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","MLPA_kelpforest",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor.",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SOLTUN","Styela montereyensis","Animalia","Chordata","Ascidiacea",NA,NA,NA,NA,"Tunicate -Solitary","MLPA_kelpforest",NA,"Tunicate -Solitary","Includes Corella willmeriana, Ascidia paratropa, Cnemidocarpa finmarkiensis, Styela montereyensis, Boltenia villosa, Halocynthia aurantia, Pyura haustor",NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","SPONGE","SPONGE","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","SPONGE","SPONGE","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","SPONGE","SPONGE","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","SPONGE","Acanthancora cyanocrypta","Animalia","Porifera",NA,NA,NA,NA,NA,"Porifera","WoRMS","558","Sponge",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","STEOSM","STEOSM","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STEOSM","STEOSM","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","STEOSM","STEOSM","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","STEOSM","Stephanocystis osmundacea","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Stephanocystis","osmundacea","Stephanocystis osmundacea","WoRMS","502165","chain-bladder kelp",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","STYCAL","STYCAL","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylaster","californicus","Stylaster californicus","WoRMS","285860","California Hydrocoral","This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STYCAL","STYCAL","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylaster","californicus","Stylaster californicus","WoRMS","285860","California Hydrocoral","This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","STYCAL","STYCAL","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylaster","californicus","Stylaster californicus","WoRMS","285860","California Hydrocoral","This species was sampled on UPC at southern California sites starting in 2000 and at northern California sites starting in 2001. Stylaster californica was also sampled on swath transects at northern California sites.",NA,"no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","STYCAL","Stylaster californicus","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylaster","californicus","Stylaster californicus","WoRMS","285860","California Hydrocoral",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","UPC","COVER","STYPAP","STYPAP","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylantheca","papillosa","Stylantheca papillosa","WoRMS","291143","Encrusting Purple Hydrocoral",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","STYPAP","STYPOR","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylantheca","papillosa","Stylantheca papillosa","WoRMS","291143","Encrusting Purple Hydrocoral",NA,NA,"no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","UPC","COVER","STYPAP","Stylantheca porphyra","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Stylantheca","papillosa","Stylantheca papillosa","WoRMS","291143","Encrusting Purple Hydrocoral",NA,NA,"no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","THYPET","THYPET","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes/Petaloconchus","squamigerus/montereyensis","Thylacodes squamigerus/Petaloconchus montereyensis","WoRMS","709499/549434","Tube Snail, Scaled Worm Shell","Combined species group of Serpulorbis (now Thylacodes) squamigerus and Petaloconchus montereyensis. After 2003, species were ID'd and counted separately. This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis",NA,"yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","UPC","COVER","THYPET","THYPET","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes/Petaloconchus","squamigerus/montereyensis","Thylacodes squamigerus/Petaloconchus montereyensis","WoRMS","709499/549434","Tube Snail, Scaled Worm Shell","Combined species group of Serpulorbis squamigerus and Petaloconchus montereyensis. This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis",NA,"yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"HSU","UPC","COVER","THYSQU","THYSQU","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","UPC","COVER","THYSQU","THYSQU","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell","This species group was split in 2003 from Serpulorbis/Petaloconchus",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","UPC","COVER","THYSQU","THYSQU","Animalia","Mollusca","Gastropoda","Littorinimorpha","Vermetidae","Thylacodes","squamigerus","Thylacodes squamigerus","WoRMS","709499","Tube Snail, Scaled Worm Shell","This species group was split in 2003 into Thylacodes squamigerus and Petaloconchus montereyensis",NA,"no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
